10025	2012-02-07 21:43:56	1	255	1	0
10027	2012-02-07 21:47:06	1	255	1	0
10103	2012-02-07 22:05:31	1	255	1	0
10016	2012-02-07 22:06:24	1	255	1	0
10028	2012-02-07 22:06:41	1	255	1	0
10006	2012-02-07 22:08:23	1	255	1	0
10015	2012-02-07 22:09:04	1	255	1	0
10017	2012-02-07 22:09:19	1	255	1	0
10036	2012-02-07 22:10:01	1	255	1	0
10026	2012-02-07 22:10:03	1	255	1	0
10077	2012-02-07 22:10:15	1	255	1	0
10055	2012-02-07 22:10:19	1	255	1	0
10037	2012-02-07 22:10:37	1	255	1	0
10083	2012-02-07 22:13:07	1	255	1	0
10038	2012-02-07 22:15:28	1	255	1	0
10083	2012-02-07 22:16:02	1	255	1	0
10079	2012-02-07 22:16:05	1	255	1	0
10113	2012-02-07 22:18:20	1	255	1	0
10008	2012-02-07 22:26:30	1	255	1	0
10020	2012-02-07 22:26:36	1	255	1	0
10062	2012-02-07 22:27:17	1	255	1	0
10002	2012-02-07 22:37:51	1	255	1	0
10062	2012-02-08 08:41:15	1	255	1	0
10010	2012-02-08 08:41:36	1	255	1	0
10114	2012-02-08 08:43:35	1	255	1	0
10083	2012-02-08 08:48:33	1	255	1	0
10046	2012-02-08 08:48:58	1	255	1	0
10023	2012-02-08 08:50:03	1	255	1	0
10108	2012-02-08 08:50:32	1	255	1	0
10104	2012-02-08 08:51:09	1	255	1	0
10028	2012-02-08 08:52:26	1	255	1	0
10079	2012-02-08 08:57:23	1	255	1	0
10027	2012-02-08 08:57:28	1	255	1	0
10078	2012-02-08 08:58:01	1	255	1	0
10097	2012-02-08 08:58:05	1	255	1	0
10043	2012-02-08 08:59:19	1	255	1	0
10106	2012-02-08 08:59:42	1	255	1	0
10045	2012-02-08 09:00:22	1	255	1	0
10072	2012-02-08 09:00:24	1	255	1	0
10109	2012-02-08 09:00:26	1	255	1	0
10014	2012-02-08 09:00:34	1	255	1	0
10001	2012-02-08 09:00:43	1	255	1	0
10089	2012-02-08 09:01:41	1	255	1	0
10103	2012-02-08 09:02:13	1	255	1	0
10084	2012-02-08 09:03:15	1	255	1	0
10051	2012-02-08 09:04:19	1	255	1	0
10038	2012-02-08 09:05:35	1	255	1	0
10005	2012-02-08 09:05:41	1	255	1	0
10055	2012-02-08 09:05:44	1	255	1	0
10118	2012-02-08 09:05:50	1	255	1	0
10036	2012-02-08 09:06:03	1	255	1	0
10077	2012-02-08 09:10:04	1	255	1	0
10011	2012-02-08 09:10:16	1	255	1	0
10105	2012-02-08 09:10:20	1	255	1	0
10017	2012-02-08 09:10:49	1	255	1	0
10020	2012-02-08 09:10:51	1	255	1	0
10007	2012-02-08 09:11:06	1	255	1	0
10015	2012-02-08 09:11:24	1	255	1	0
10008	2012-02-08 09:13:04	1	255	1	0
10113	2012-02-08 09:13:34	1	255	1	0
10091	2012-02-08 09:13:38	1	255	1	0
10037	2012-02-08 09:14:47	1	255	1	0
10111	2012-02-08 09:14:52	1	255	1	0
10026	2012-02-08 09:16:05	1	255	1	0
10003	2012-02-08 09:16:17	1	255	1	0
10016	2012-02-08 09:16:25	1	255	1	0
10006	2012-02-08 09:18:49	1	255	1	0
10012	2012-02-08 09:19:27	1	255	1	0
10117	2012-02-08 09:19:51	1	255	1	0
10013	2012-02-08 09:22:03	1	255	1	0
10099	2012-02-08 09:22:57	1	255	1	0
10025	2012-02-08 09:31:17	1	255	1	0
10065	2012-02-08 09:31:21	1	255	1	0
80001	2012-02-08 11:46:45	1	255	1	0
10039	2012-02-08 11:48:04	1	255	1	0
10114	2012-02-08 18:02:32	1	255	1	0
10118	2012-02-08 18:03:02	1	255	1	0
10039	2012-02-08 18:03:08	1	255	1	0
10106	2012-02-08 18:12:53	1	255	1	0
10099	2012-02-08 18:14:49	1	255	1	0
10004	2012-02-08 18:14:59	1	255	1	0
10104	2012-02-08 18:16:29	1	255	1	0
10089	2012-02-08 18:17:15	1	255	1	0
10046	2012-02-08 18:20:57	1	255	1	0
10105	2012-02-08 18:21:01	1	255	1	0
10072	2012-02-08 18:22:06	1	255	1	0
10043	2012-02-08 18:22:12	1	255	1	0
10014	2012-02-08 18:22:19	1	255	1	0
10084	2012-02-08 18:22:23	1	255	1	0
10045	2012-02-08 18:22:27	1	255	1	0
10111	2012-02-08 18:27:24	1	255	1	0
10037	2012-02-08 18:31:53	1	255	1	0
10113	2012-02-08 18:54:59	1	255	1	0
10108	2012-02-08 19:27:09	1	255	1	0
10025	2012-02-08 19:47:20	1	255	1	0
10027	2012-02-08 20:37:46	1	255	1	0
10028	2012-02-08 20:37:50	1	255	1	0
10026	2012-02-08 20:38:00	1	255	1	0
10017	2012-02-08 20:38:13	1	255	1	0
10006	2012-02-08 21:10:50	1	255	1	0
10009	2012-02-08 21:10:54	1	255	1	0
10007	2012-02-08 21:16:45	1	255	1	0
10078	2012-02-08 21:32:24	1	255	1	0
10103	2012-02-08 21:34:37	1	255	1	0
10097	2012-02-08 21:43:53	1	255	1	0
10010	2012-02-08 21:44:44	1	255	1	0
10117	2012-02-08 21:44:56	1	255	1	0
10083	2012-02-08 21:48:34	1	255	1	0
10023	2012-02-08 21:49:11	1	255	1	0
10055	2012-02-08 22:14:07	1	255	1	0
10077	2012-02-08 22:25:11	1	255	1	0
10062	2012-02-08 22:29:00	1	255	1	0
10013	2012-02-08 22:45:37	1	255	1	0
10011	2012-02-08 22:45:51	1	255	1	0
10065	2012-02-08 22:47:01	1	255	1	0
10051	2012-02-08 22:55:05	1	255	1	0
10001	2012-02-08 23:02:23	1	255	1	0
10015	2012-02-08 23:02:28	1	255	1	0
10079	2012-02-08 23:02:44	1	255	1	0
10008	2012-02-08 23:03:14	1	255	1	0
10020	2012-02-08 23:03:17	1	255	1	0
10037	2012-02-08 23:03:19	1	255	1	0
10016	2012-02-08 23:03:21	1	255	1	0
10104	2012-02-09 08:47:05	1	255	1	0
10023	2012-02-09 08:49:32	1	255	1	0
10010	2012-02-09 08:51:06	1	255	1	0
10083	2012-02-09 08:51:14	1	255	1	0
10118	2012-02-09 08:51:23	1	255	1	0
10046	2012-02-09 08:51:55	1	255	1	0
10027	2012-02-09 08:52:06	1	255	1	0
10108	2012-02-09 08:52:10	1	255	1	0
10028	2012-02-09 08:52:17	1	255	1	0
10097	2012-02-09 08:55:45	1	255	1	0
10078	2012-02-09 08:55:48	1	255	1	0
10106	2012-02-09 08:55:52	1	255	1	0
10079	2012-02-09 08:56:01	1	255	1	0
10089	2012-02-09 08:56:10	1	255	1	0
10005	2012-02-09 08:57:34	1	255	1	0
10038	2012-02-09 08:57:37	1	255	1	0
10014	2012-02-09 08:58:12	1	255	1	0
10045	2012-02-09 08:59:16	1	255	1	0
